mode,contractAnchorDate,marketGroup,area,commodity,pricing,product,maturityType,delivery,requestedTradeDate,windowStartDate,windowEndDate,tradeDate,status,settlementPrice,volume,grossOpenInterest,shortCode,maturity,assumedCode,httpStatus,errorMessage
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal May-26,,2026-03-16,2026-03-20,2026-03-20,ok,133.15,,,ICE_API2,202605,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal May-26,,2026-03-16,2026-03-20,2026-03-19,ok,135.5,,,ICE_API2,202605,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal May-26,,2026-03-16,2026-03-20,2026-03-18,ok,129.2,,,ICE_API2,202605,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal May-26,,2026-03-16,2026-03-20,2026-03-17,ok,127.5,,,ICE_API2,202605,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal May-26,,2026-03-16,2026-03-20,2026-03-16,ok,125.25,,,ICE_API2,202605,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Aug-26,,2026-03-16,2026-03-20,2026-03-20,ok,135.25,,,ICE_API2,202608,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Aug-26,,2026-03-16,2026-03-20,2026-03-19,ok,137.4,,,ICE_API2,202608,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Aug-26,,2026-03-16,2026-03-20,2026-03-18,ok,131.8,,,ICE_API2,202608,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Aug-26,,2026-03-16,2026-03-20,2026-03-17,ok,129.95,,,ICE_API2,202608,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Aug-26,,2026-03-16,2026-03-20,2026-03-16,ok,127.65,,,ICE_API2,202608,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q2-26,,2026-03-16,2026-03-20,2026-03-20,ok,132.32,,,ICE_API2,202604,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q2-26,,2026-03-16,2026-03-20,2026-03-19,ok,134.85,,,ICE_API2,202604,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q2-26,,2026-03-16,2026-03-20,2026-03-18,ok,128.75,,,ICE_API2,202604,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q2-26,,2026-03-16,2026-03-20,2026-03-17,ok,127.33,,,ICE_API2,202604,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q2-26,,2026-03-16,2026-03-20,2026-03-16,ok,125.17,,,ICE_API2,202604,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q3-26,,2026-03-16,2026-03-20,2026-03-20,ok,135.25,,,ICE_API2,202607,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q3-26,,2026-03-16,2026-03-20,2026-03-19,ok,137.45,,,ICE_API2,202607,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q3-26,,2026-03-16,2026-03-20,2026-03-18,ok,131.57,,,ICE_API2,202607,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q3-26,,2026-03-16,2026-03-20,2026-03-17,ok,129.68,,,ICE_API2,202607,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q3-26,,2026-03-16,2026-03-20,2026-03-16,ok,127.25,,,ICE_API2,202607,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q4-26,,2026-03-16,2026-03-20,2026-03-20,ok,135.75,,,ICE_API2,202610,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q4-26,,2026-03-16,2026-03-20,2026-03-19,ok,137.75,,,ICE_API2,202610,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q4-26,,2026-03-16,2026-03-20,2026-03-18,ok,133.05,,,ICE_API2,202610,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q4-26,,2026-03-16,2026-03-20,2026-03-17,ok,130.95,,,ICE_API2,202610,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Quarter,Coal Q4-26,,2026-03-16,2026-03-20,2026-03-16,ok,128.13,,,ICE_API2,202610,False,200,
