mode,contractAnchorDate,marketGroup,area,commodity,pricing,product,maturityType,delivery,requestedTradeDate,windowStartDate,windowEndDate,tradeDate,status,settlementPrice,volume,grossOpenInterest,shortCode,maturity,assumedCode,httpStatus,errorMessage
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-12,ok,103.15,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-11,ok,102.45,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-10,ok,101.8,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-09,ok,102.35,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-06,ok,102.85,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-26,,2026-02-05,2026-03-20,2026-02-05,ok,100.6,,,ICE_API2,202612,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-20,ok,130.3,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-19,ok,132.75,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-18,ok,127.55,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-17,ok,125.9,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-16,ok,123.5,,,ICE_API2,202712,False,200,
range,2026-03-20,ICE_COAL_FUTURES,ICE,COAL,F,API2 Rotterdam,Month,Coal Dec-27,,2026-02-05,2026-03-20,2026-03-13,ok,124.4,,,ICE_API2,202712,False,200,
