mode,contractAnchorDate,marketGroup,area,commodity,pricing,product,maturityType,delivery,requestedTradeDate,windowStartDate,windowEndDate,tradeDate,status,settlementPrice,volume,grossOpenInterest,shortCode,maturity,assumedCode,httpStatus,errorMessage
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-27,,2026-03-16,2026-03-20,2026-03-20,ok,1.08,,1648,EGOW,202701,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-27,,2026-03-16,2026-03-20,2026-03-19,ok,1.1,100000,1648,EGOW,202701,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-27,,2026-03-16,2026-03-20,2026-03-18,ok,1.01,50000,1648,EGOW,202701,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-27,,2026-03-16,2026-03-20,2026-03-17,ok,1.06,,1598,EGOW,202701,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-27,,2026-03-16,2026-03-20,2026-03-16,ok,1.1,50000,1598,EGOW,202701,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-28,,2026-03-16,2026-03-20,2026-03-20,ok,1.25,,2201,EGOW,202801,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-28,,2026-03-16,2026-03-20,2026-03-19,ok,1.23,,2201,EGOW,202801,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-28,,2026-03-16,2026-03-20,2026-03-18,ok,1.16,75000,2201,EGOW,202801,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-28,,2026-03-16,2026-03-20,2026-03-17,ok,1.2,,2126,EGOW,202801,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-28,,2026-03-16,2026-03-20,2026-03-16,ok,1.23,25000,2126,EGOW,202801,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-29,,2026-03-16,2026-03-20,2026-03-20,ok,1.3,,401,EGOW,202901,False,200,
range,2026-03-20,GO_FUTURES,EU,GO,F,Wind,Year,GO Wind Cal-29,,2026-03-16,2026-03-20,2026-03-19,ok,1.27,,401,EGOW,202901,False,200,
